TIME SINCE START (ms),DATE (YYYY-MO-DD HH-MI-SS_SSS),ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GYROSCOPE Yaw (rad/s),GYROSCOPE Pitch (rad/s),GYROSCOPE Roll (rad/s),GPS LATITUDE (degrees),GPS LONGITUDE (degrees),GPS SPEED (Kmh),GPS ORIENTATION (°),GPS ACCURACY (m)
6922,2019-09-08 10:07:53:546,0,0.025,9.80665,0.0,0,-0.01,12.000181288830598,77.00000380978302,18.288,2.291831180523293,2
7022,2019-09-08 10:07:53:646,0,0.025,9.80665,0.0,0,-0.01,12.000185855342156,77.00000400130008,18.2952,2.3491269600363758,2
7122,2019-09-08 10:07:53:746,0,0.025,9.80665,0.0,0,-0.01,12.000190423461158,77.00000419756279,18.3024,2.4064227395494577,2
7222,2019-09-08 10:07:53:846,0,0.025,9.80665,0.0,0,-0.01,12.000194993182879,77.0000043985746,18.309600000000003,2.4637185190625397,2
7322,2019-09-08 10:07:53:946,0,0.025,9.80665,0.0,0,-0.01,12.000199564502601,77.00000460433903,18.3168,2.5210142985756225,2
7422,2019-09-08 10:07:54:046,0,0.025,9.80665,0.0,0,-0.01,12.00020413741559,77.00000481485951,18.324,2.5783100780887045,2
7522,2019-09-08 10:07:54:146,0,0.025,9.80665,0.0,0,-0.01,12.000208711917114,77.0000050301395,18.3312,2.6356058576017873,2
7622,2019-09-08 10:07:54:246,0,0.025,9.80665,0.0,0,-0.01,12.000213288002433,77.00000525018248,18.3384,2.6929016371148693,2
7722,2019-09-08 10:07:54:346,0,0.025,9.80665,0.0,0,-0.01,12.0002178656668,77.00000547499191,18.3456,2.750197416627952,2
7822,2019-09-08 10:07:54:446,0,0.025,9.80665,0.0,0,-0.01,12.000222444905466,77.00000570457122,18.3528,2.807493196141034,2
7922,2019-09-08 10:07:54:546,0,0.025,9.80665,0.0,0,-0.01,12.000227025713675,77.00000593892385,18.36,2.8647889756541165,2
8022,2019-09-08 10:07:54:646,0,0.025,9.80665,0.0,0,-0.01,12.000231608086667,77.00000617805325,18.3672,2.9220847551671985,2
8122,2019-09-08 10:07:54:746,0,0.025,9.80665,0.0,0,-0.01,12.000236192019676,77.00000642196287,18.3744,2.979380534680281,2
8222,2019-09-08 10:07:54:846,0,0.025,9.80665,0.0,0,-0.01,12.000240777507932,77.00000667065609,18.3816,3.0366763141933633,2
8322,2019-09-08 10:07:54:946,0,0.025,9.80665,0.0,0,-0.01,12.000245364546656,77.00000692413639,18.3888,3.0939720937064457,2
8422,2019-09-08 10:07:55:046,0,0.025,9.80665,0.0,0,-0.01,12.00024995313107,77.00000718240715,18.396,3.1512678732195276,2
8522,2019-09-08 10:07:55:146,0,0.025,9.80665,0.0,0,-0.01,12.000254543256386,77.0000074454718,18.403200000000002,3.2085636527326105,2
8622,2019-09-08 10:07:55:246,0,0.025,9.80665,0.0,0,-0.01,12.000259134917814,77.00000771333374,18.4104,3.2658594322456924,2
8722,2019-09-08 10:07:55:346,0,0.025,9.80665,0.0,0,-0.01,12.000263728110555,77.00000798599639,18.4176,3.3231552117587753,2
8822,2019-09-08 10:07:55:446,0,0.025,9.80665,0.0,0,-0.01,12.000268322829811,77.00000826346313,18.4248,3.380450991271857,2
8922,2019-09-08 10:07:55:546,0,0.025,9.80665,0.0,0,-0.01,12.00027291907077,77.00000854573736,18.432000000000002,3.437746770784939,2
9022,2019-09-08 10:07:55:646,0,0.025,9.80665,0.0,0,-0.01,12.000277516828625,77.00000883282247,18.4392,3.495042550298022,2
9122,2019-09-08 10:07:55:746,0,0.025,9.80665,0.0,0,-0.01,12.000282116098557,77.00000912472186,18.4464,3.5523383298111044,2
9222,2019-09-08 10:07:55:846,0,0.025,9.80665,0.0,0,-0.01,12.000286716875744,77.00000942143888,18.4536,3.6096341093241873,2
9322,2019-09-08 10:07:55:946,0,0.025,9.80665,0.0,0,-0.01,12.000291319155357,77.00000972297691,18.460800000000003,3.666929888837269,2
9422,2019-09-08 10:07:56:046,0,0.025,9.80665,0.0,0,-0.01,12.000295922932565,77.00001002933934,18.468,3.724225668350351,2
9522,2019-09-08 10:07:56:146,0,0.025,9.80665,0.0,0,-0.01,12.000300528202532,77.00001034052951,18.4752,3.7815214478634336,2
9622,2019-09-08 10:07:56:246,0,0.025,9.80665,0.0,0,-0.01,12.000305134960414,77.00001065655078,18.482400000000002,3.838817227376516,2
9722,2019-09-08 10:07:56:346,0,0.025,9.80665,0.0,0,-0.01,12.000309743201361,77.00001097740653,18.4896,3.8961130068895984,2
9822,2019-09-08 10:07:56:446,0,0.025,9.80665,0.0,0,-0.01,12.000314352920526,77.00001130310008,18.4968,3.953408786402681,2
9922,2019-09-08 10:07:56:546,0,0.025,9.80665,0.0,0,-0.01,12.000318964113047,77.00001163363478,18.503999999999998,4.010704565915763,2
10022,2019-09-08 10:07:56:646,0,0.025,9.80665,0.0,0,-0.01,12.000323576774063,77.00001196901397,18.511200000000002,4.068000345428845,2
10122,2019-09-08 10:07:56:746,0,0.025,9.80665,0.0,0,-0.01,12.000328190898705,77.00001230924099,18.5184,4.1252961249419275,2
10222,2019-09-08 10:07:56:846,0,0.025,9.80665,0.0,0,-0.01,12.0003328064821,77.00001265431915,18.5256,4.18259190445501,2
10322,2019-09-08 10:07:56:946,0,0.025,9.80665,0.0,0,-0.01,12.00033742351937,77.00001300425178,18.532799999999998,4.239887683968092,2
10422,2019-09-08 10:07:57:046,0,0.025,9.80665,0.0,0,-0.01,12.000342042005636,77.00001335904221,18.540000000000003,4.297183463481174,2
10522,2019-09-08 10:07:57:146,0,0.025,9.80665,0.0,0,-0.01,12.000346661936003,77.00001371869375,18.5472,4.354479242994257,2
10622,2019-09-08 10:07:57:246,0,0.025,9.80665,0.0,0,-0.01,12.000351283305584,77.0000140832097,18.5544,4.411775022507339,2
10722,2019-09-08 10:07:57:346,0,0.025,9.80665,0.0,0,-0.01,12.000355906109478,77.00001445259336,18.5616,4.469070802020422,2
10822,2019-09-08 10:07:57:446,0,0.025,9.80665,0.0,0,-0.01,12.000360530342782,77.00001482684803,18.568800000000003,4.5263665815335035,2
10922,2019-09-08 10:07:57:546,0,0.025,9.80665,0.0,0,-0.01,12.000365156000589,77.00001520597701,18.576,4.583662361046586,2
11022,2019-09-08 10:07:57:646,0,0.025,9.80665,0.0,0,-0.01,12.000369783077984,77.00001558998358,18.5832,4.640958140559668,2
11122,2019-09-08 10:07:57:746,0,0.025,9.80665,0.0,0,-0.01,12.00037441157005,77.000015978871,18.5904,4.6982539200727516,2
11222,2019-09-08 10:07:57:846,0,0.025,9.80665,0.0,0,-0.01,12.000379041471865,77.00001637264259,18.597600000000003,4.755549699585833,2
11322,2019-09-08 10:07:57:946,0,0.025,9.80665,0.0,0,-0.01,12.000383672778497,77.00001677130159,18.6048,4.8128454790989155,2
11422,2019-09-08 10:07:58:046,0,0.025,9.80665,0.0,0,-0.01,12.000388305485018,77.00001717485128,18.612000000000002,4.870141258611998,2
11522,2019-09-08 10:07:58:146,0,0.025,9.80665,0.0,0,-0.01,12.000392939586488,77.0000175832949,18.6192,4.927437038125079,2
11622,2019-09-08 10:07:58:246,0,0.025,9.80665,0.0,0,-0.01,12.000397575077962,77.00001799663573,18.6264,4.984732817638163,2
11722,2019-09-08 10:07:58:346,0,0.025,9.80665,0.0,0,-0.01,12.000402211954494,77.00001841487702,18.6336,5.042028597151245,2
11822,2019-09-08 10:07:58:446,0,0.025,9.80665,0.0,0,-0.01,12.00040685021113,77.000018838022,18.6408,5.0993243766643275,2
11922,2019-09-08 10:07:58:546,0,0.025,9.80665,0.0,0,-0.01,12.000411489842913,77.00001926607392,18.648,5.156620156177409,2
12022,2019-09-08 10:07:58:646,0,0.025,9.80665,0.0,0,-0.01,12.000416130844878,77.000019699036,18.6552,5.213915935690491,2
12122,2019-09-08 10:07:58:746,0,0.025,9.80665,0.0,0,-0.01,12.00042077321206,77.0000201369115,18.6624,5.271211715203575,2
12222,2019-09-08 10:07:58:846,0,0.025,9.80665,0.0,0,-0.01,12.000425416939484,77.00002057970362,18.6696,5.328507494716657,2
12322,2019-09-08 10:07:58:946,0,0.025,9.80665,0.0,0,-0.01,12.000430062022172,77.00002102741557,18.6768,5.385803274229739,2
12422,2019-09-08 10:07:59:046,0,0.025,9.80665,0.0,0,-0.01,12.000434708455142,77.00002148005059,18.684,5.443099053742821,2
12522,2019-09-08 10:07:59:146,0,0.025,9.80665,0.0,0,-0.01,12.000439356233407,77.00002193761188,18.691200000000002,5.500394833255904,2
12622,2019-09-08 10:07:59:246,0,0.025,9.80665,0.0,0,-0.01,12.000444005351975,77.00002240010262,18.6984,5.557690612768987,2
12722,2019-09-08 10:07:59:346,0,0.025,9.80665,0.0,0,-0.01,12.000448655805846,77.00002286752604,18.7056,5.614986392282068,2
12822,2019-09-08 10:07:59:446,0,0.025,9.80665,0.0,0,-0.01,12.00045330759002,77.00002333988532,18.7128,5.672282171795151,2
12922,2019-09-08 10:07:59:546,0,0.025,9.80665,0.0,0,-0.01,12.000457960699487,77.00002381718365,18.720000000000002,5.729577951308233,2
13022,2019-09-08 10:07:59:646,0,0.025,9.80665,0.0,0,-0.01,12.000462615129237,77.0000242994242,18.7272,5.786873730821315,2
13122,2019-09-08 10:07:59:746,0,0.025,9.80665,0.0,0,-0.01,12.000467270874253,77.00002478661017,18.7344,5.844169510334397,2
13222,2019-09-08 10:07:59:846,0,0.025,9.80665,0.0,0,-0.01,12.00047192792951,77.0000252787447,18.741600000000002,5.901465289847479,2
13322,2019-09-08 10:07:59:946,0,0.025,9.80665,0.0,0,-0.01,12.000476586289986,77.00002577583098,18.748800000000003,5.958761069360562,2
13422,2019-09-08 10:08:00:046,0,0.025,9.80665,0.0,0,-0.01,12.000481245950645,77.00002627787217,18.756,6.016056848873644,2
13522,2019-09-08 10:08:00:146,0,0.025,9.80665,0.0,0,-0.01,12.000485906906452,77.00002678487141,18.7632,6.0733526283867265,2
13622,2019-09-08 10:08:00:246,0,0.025,9.80665,0.0,0,-0.01,12.000490569152365,77.00002729683186,18.770400000000002,6.130648407899809,2
13722,2019-09-08 10:08:00:346,0,0.025,9.80665,0.0,0,-0.01,12.000495232683338,77.00002781375667,18.7776,6.187944187412891,2
13822,2019-09-08 10:08:00:446,0,0.025,9.80665,0.0,0,-0.01,12.00049989749432,77.00002833564898,18.7848,6.245239966925973,2
13922,2019-09-08 10:08:00:546,0,0.025,9.80665,0.0,0,-0.01,12.000504563580254,77.0000288625119,18.791999999999998,6.302535746439055,2
14022,2019-09-08 10:08:00:646,0,0.025,9.80665,0.0,0,-0.01,12.000509230936078,77.00002939434859,18.799200000000003,6.3598315259521385,2
14122,2019-09-08 10:08:00:746,0,0.025,9.80665,0.0,0,-0.01,12.00051389955673,77.00002993116215,18.8064,6.417127305465221,2
14222,2019-09-08 10:08:00:846,0,0.025,9.80665,0.0,0,-0.01,12.000518569437135,77.0000304729557,18.8136,6.474423084978302,2
14322,2019-09-08 10:08:00:946,0,0.025,9.80665,0.0,0,-0.01,12.000523240572221,77.00003101973238,18.8208,6.531718864491385,2
14422,2019-09-08 10:08:01:046,0,0.025,9.80665,0.0,0,-0.01,12.000527912956905,77.00003157149526,18.828000000000003,6.589014644004467,2
14522,2019-09-08 10:08:01:146,0,0.025,9.80665,0.0,0,-0.01,12.000532586586102,77.00003212824745,18.8352,6.6463104235175505,2
14622,2019-09-08 10:08:01:246,0,0.025,9.80665,0.0,0,-0.01,12.000537261454724,77.00003268999207,18.8424,6.703606203030632,2
14722,2019-09-08 10:08:01:346,0,0.025,9.80665,0.0,0,-0.01,12.000541937557674,77.0000332567322,18.8496,6.760901982543714,2
14822,2019-09-08 10:08:01:446,0,0.025,9.80665,0.0,0,-0.01,12.000546614889855,77.0000338284709,18.856800000000003,6.818197762056797,2
14922,2019-09-08 10:08:01:546,0,0.025,9.80665,0.0,0,-0.01,12.000551293446161,77.00003440521128,18.864,6.875493541569878,2
15022,2019-09-08 10:08:01:646,0,0.025,9.80665,0.0,0,-0.01,12.000555973221482,77.00003498695641,18.8712,6.932789321082962,2
15122,2019-09-08 10:08:01:746,0,0.025,9.80665,0.0,0,-0.01,12.000560654210705,77.00003557370934,18.8784,6.990085100596044,2
15222,2019-09-08 10:08:01:846,0,0.025,9.80665,0.0,0,-0.01,12.000565336408712,77.00003616547316,18.885600000000004,7.0473808801091264,2
15322,2019-09-08 10:08:01:946,0,0.025,9.80665,0.0,0,-0.01,12.000570019810377,77.0000367622509,18.8928,7.104676659622209,2
15422,2019-09-08 10:08:02:046,0,0.025,9.80665,0.0,0,-0.01,12.000574704410575,77.00003736404564,18.900000000000002,7.16197243913529,2
15522,2019-09-08 10:08:02:146,0,0.025,9.80665,0.0,0,-0.01,12.000579390204171,77.00003797086042,18.9072,7.2192682186483745,2
15622,2019-09-08 10:08:02:246,0,0.025,9.80665,0.0,0,-0.01,12.000584077186026,77.00003858269827,18.9144,7.276563998161455,2
15722,2019-09-08 10:08:02:346,0,0.025,9.80665,0.0,0,-0.01,12.000588765350999,77.00003919956222,18.9216,7.333859777674538,2
15822,2019-09-08 10:08:02:446,0,0.025,9.80665,0.0,0,-0.01,12.000593454693943,77.00003982145533,18.9288,7.39115555718762,2
15922,2019-09-08 10:08:02:546,0,0.025,9.80665,0.0,0,-0.01,12.000598145209706,77.0000404483806,18.936,7.448451336700702,2
16022,2019-09-08 10:08:02:646,0,0.025,9.80665,0.0,0,-0.01,12.00060283689313,77.00004108034106,18.9432,7.505747116213785,2
16122,2019-09-08 10:08:02:746,0,0.025,9.80665,0.0,0,-0.01,12.000607529739053,77.00004171733973,18.950400000000002,7.563042895726867,2
16222,2019-09-08 10:08:02:846,0,0.025,9.80665,0.0,0,-0.01,12.00061222374231,77.00004235937959,18.9576,7.62033867523995,2
16322,2019-09-08 10:08:02:946,0,0.025,9.80665,0.0,0,-0.01,12.000616918897729,77.00004300646368,18.9648,7.677634454753032,2
16422,2019-09-08 10:08:03:046,0,0.025,9.80665,0.0,0,-0.01,12.000621615200135,77.00004365859498,18.971999999999998,7.734930234266114,2
16522,2019-09-08 10:08:03:146,0,0.025,9.80665,0.0,0,-0.01,12.000626312644348,77.00004431577649,18.979200000000002,7.792226013779197,2
16622,2019-09-08 10:08:03:246,0,0.025,9.80665,0.0,0,-0.01,12.000631011225181,77.00004497801118,18.9864,7.849521793292279,2
16722,2019-09-08 10:08:03:346,0,0.025,9.80665,0.0,0,-0.01,12.000635710937445,77.00004564530205,18.9936,7.906817572805362,2
16822,2019-09-08 10:08:03:446,0,0.025,9.80665,0.0,0,-0.01,12.000640411775947,77.00004631765206,19.0008,7.964113352318444,2
16922,2019-09-08 10:08:03:546,0,0.025,9.80665,0.0,0,-0.01,12.000645113735485,77.00004699506418,19.008000000000003,8.021409131831525,2
17022,2019-09-08 10:08:03:646,0,0.025,9.80665,0.0,0,-0.01,12.000649816810858,77.0000476775414,19.0152,8.078704911344609,2
17122,2019-09-08 10:08:03:746,0,0.025,9.80665,0.0,0,-0.01,12.000654520996855,77.00004836508664,19.0224,8.13600069085769,2
17222,2019-09-08 10:08:03:846,0,0.025,9.80665,0.0,0,-0.01,12.000659226288263,77.00004905770288,19.0296,8.193296470370774,2
17322,2019-09-08 10:08:03:946,0,0.025,9.80665,0.0,0,-0.01,12.000663932679865,77.00004975539306,19.036800000000003,8.250592249883855,2
17422,2019-09-08 10:08:04:046,0,0.025,9.80665,0.0,0,-0.01,12.00066864016644,77.00005045816013,19.044,8.307888029396937,2
17522,2019-09-08 10:08:04:146,0,0.025,9.80665,0.0,0,-0.01,12.000673348742756,77.00005116600701,19.0512,8.36518380891002,2
17622,2019-09-08 10:08:04:246,0,0.025,9.80665,0.0,0,-0.01,12.000678058403585,77.00005187893665,19.058400000000002,8.422479588423103,2
17722,2019-09-08 10:08:04:346,0,0.025,9.80665,0.0,0,-0.01,12.00068276914369,77.00005259695195,19.0656,8.479775367936185,2
17822,2019-09-08 10:08:04:446,0,0.025,9.80665,0.0,0,-0.01,12.000687480957827,77.00005332005584,19.0728,8.537071147449266,2
17922,2019-09-08 10:08:04:546,0,0.025,9.80665,0.0,0,-0.01,12.000692193840754,77.00005404825126,19.08,8.594366926962348,2
18022,2019-09-08 10:08:04:646,0,0.025,9.80665,0.0,0,-0.01,12.00069690778722,77.00005478154108,19.0872,8.651662706475433,2
18122,2019-09-08 10:08:04:746,0,0.025,9.80665,0.0,0,-0.01,12.000701622791967,77.00005551992821,19.0944,8.708958485988514,2
18222,2019-09-08 10:08:04:846,0,0.025,9.80665,0.0,0,-0.01,12.000706338849737,77.00005626341557,19.1016,8.766254265501596,2
18322,2019-09-08 10:08:04:946,0,0.025,9.80665,0.0,0,-0.01,12.000711055955266,77.00005701200602,19.1088,8.823550045014677,2
18422,2019-09-08 10:08:05:046,0,0.025,9.80665,0.0,0,-0.01,12.000715774103284,77.00005776570248,19.116,8.88084582452776,2
18522,2019-09-08 10:08:05:146,0,0.025,9.80665,0.0,0,-0.01,12.000720493288519,77.00005852450779,19.1232,8.938141604040844,2
18622,2019-09-08 10:08:05:246,0,0.025,9.80665,0.0,0,-0.01,12.000725213505692,77.00005928842486,19.1304,8.995437383553925,2
18722,2019-09-08 10:08:05:346,0,0.025,9.80665,0.0,0,-0.01,12.000729934749522,77.00006005745655,19.1376,9.052733163067007,2
18822,2019-09-08 10:08:05:446,0,0.025,9.80665,0.0,0,-0.01,12.000734657014718,77.00006083160571,19.1448,9.11002894258009,2
18922,2019-09-08 10:08:05:546,0,0.025,9.80665,0.0,0,-0.01,12.000739380295993,77.0000616108752,19.152,9.167324722093172,2
19022,2019-09-08 10:08:05:646,0,0.025,9.80665,0.0,0,-0.01,12.000744104588046,77.00006239526788,19.159200000000002,9.224620501606255,2
19122,2019-09-08 10:08:05:746,0,0.025,9.80665,0.0,0,-0.01,12.000748829885579,77.00006318478658,19.1664,9.281916281119337,2
19222,2019-09-08 10:08:05:846,0,0.025,9.80665,0.0,0,-0.01,12.000753556183286,77.00006397943417,19.1736,9.33921206063242,2
19322,2019-09-08 10:08:05:946,0,0.025,9.80665,0.0,0,-0.01,12.000758283475855,77.00006477921346,19.1808,9.396507840145503,2
19422,2019-09-08 10:08:06:046,0,0.025,9.80665,0.0,0,-0.01,12.000763011757975,77.00006558412727,19.188000000000002,9.453803619658583,2
19522,2019-09-08 10:08:06:146,0,0.025,9.80665,0.0,0,-0.01,12.000767741024324,77.00006639417845,19.1952,9.511099399171666,2
19622,2019-09-08 10:08:06:246,0,0.025,9.80665,0.0,0,-0.01,12.00077247126958,77.0000672093698,19.2024,9.568395178684748,2
19722,2019-09-08 10:08:06:346,0,0.025,9.80665,0.0,0,-0.01,12.000777202488413,77.00006802970414,19.209600000000002,9.625690958197831,2
19822,2019-09-08 10:08:06:446,0,0.025,9.80665,0.0,0,-0.01,12.00078193467549,77.00006885518427,19.2168,9.682986737710912,2
19922,2019-09-08 10:08:06:546,0,0.025,9.80665,0.0,0,-0.01,12.000786667825476,77.00006968581297,19.224,9.740282517223996,2
20022,2019-09-08 10:08:06:646,0,0.025,9.80665,0.0,0,-0.01,12.00079140193303,77.00007052159307,19.231199999999998,9.797578296737077,2
20122,2019-09-08 10:08:06:746,0,0.025,9.80665,0.0,0,-0.01,12.000796136992802,77.00007136252735,19.238400000000002,9.854874076250159,2
20222,2019-09-08 10:08:06:846,0,0.025,9.80665,0.0,0,-0.01,12.000800872999445,77.00007220861858,19.2456,9.912169855763242,2
20322,2019-09-08 10:08:06:946,0,0.025,9.80665,0.0,0,-0.01,12.0008056099476,77.00007305986954,19.2528,9.969465635276325,2
20422,2019-09-08 10:08:07:046,0,0.025,9.80665,0.0,0,-0.01,12.00081034783191,77.000073916283,19.259999999999998,10.026761414789407,2
20522,2019-09-08 10:08:07:146,0,0.025,9.80665,0.0,0,-0.01,12.00081508664701,77.00007477786173,19.267200000000003,10.08405719430249,2
20622,2019-09-08 10:08:07:246,0,0.025,9.80665,0.0,0,-0.01,12.000819826387533,77.00007564460849,19.2744,10.14135297381557,2
20722,2019-09-08 10:08:07:346,0,0.025,9.80665,0.0,0,-0.01,12.000824567048102,77.00007651652602,19.2816,10.198648753328655,2
20822,2019-09-08 10:08:07:446,0,0.025,9.80665,0.0,0,-0.01,12.000829308623343,77.00007739361709,19.2888,10.255944532841736,2
20922,2019-09-08 10:08:07:546,0,0.025,9.80665,0.0,0,-0.01,12.000834051107871,77.00007827588442,19.296000000000003,10.313240312354818,2
21022,2019-09-08 10:08:07:646,0,0.025,9.80665,0.0,0,-0.01,12.000838794496303,77.00007916333077,19.3032,10.370536091867901,2
21122,2019-09-08 10:08:07:746,0,0.025,9.80665,0.0,0,-0.01,12.000843538783245,77.00008005595883,19.3104,10.427831871380983,2
21222,2019-09-08 10:08:07:846,0,0.025,9.80665,0.0,0,-0.01,12.000848283963304,77.00008095377137,19.3176,10.485127650894066,2
21322,2019-09-08 10:08:07:946,0,0.025,9.80665,0.0,0,-0.01,12.000853030031077,77.00008185677109,19.324800000000003,10.54242343040715,2
21422,2019-09-08 10:08:08:046,0,0.025,9.80665,0.0,0,-0.01,12.000857776981164,77.0000827649607,19.332,10.599719209920229,2
21522,2019-09-08 10:08:08:146,0,0.025,9.80665,0.0,0,-0.01,12.000862524808152,77.0000836783429,19.3392,10.657014989433314,2
21622,2019-09-08 10:08:08:246,0,0.025,9.80665,0.0,0,-0.01,12.000867273506632,77.0000845969204,19.3464,10.714310768946394,2
