Time Since Start of Day (seconds),Velocity (km/hr),Latitude (degrees),Longitude (degrees)
32884.246,19.058400000000002,12.000678058403585,77.00005187893665
32884.346000000005,19.0656,12.00068276914369,77.00005259695195
32884.446,19.0728,12.000687480957827,77.00005332005584
32884.546,19.08,12.000692193840754,77.00005404825126
32884.646,19.0872,12.00069690778722,77.00005478154108
32884.746,19.0944,12.000701622791967,77.00005551992821
32884.846000000005,19.1016,12.000706338849737,77.00005626341557
32884.946,19.1088,12.000711055955266,77.00005701200602
32885.046,19.116,12.000715774103284,77.00005776570248
32885.146,19.1232,12.000720493288519,77.00005852450779
32885.246,19.1304,12.000725213505692,77.00005928842486
32885.346000000005,19.1376,12.000729934749522,77.00006005745655
32885.446,19.1448,12.000734657014718,77.00006083160571
32885.546,19.152,12.000739380295993,77.0000616108752
32885.646,19.159200000000002,12.000744104588046,77.00006239526788
32885.746,19.1664,12.000748829885579,77.00006318478658
32885.846000000005,19.1736,12.000753556183286,77.00006397943417
32885.946,19.1808,12.000758283475855,77.00006477921346
32886.046,19.188000000000002,12.000763011757975,77.00006558412727
32886.146,19.1952,12.000767741024324,77.00006639417845
32886.246,19.2024,12.00077247126958,77.0000672093698
32886.346000000005,19.209600000000002,12.000777202488413,77.00006802970414
32886.446,19.2168,12.00078193467549,77.00006885518427
32886.546,19.224,12.000786667825476,77.00006968581297
32886.646,19.231199999999998,12.00079140193303,77.00007052159307
32886.746,19.238400000000002,12.000796136992802,77.00007136252735
32886.846000000005,19.2456,12.000800872999445,77.00007220861858
32886.946,19.2528,12.0008056099476,77.00007305986954
32887.046,19.259999999999998,12.00081034783191,77.000073916283
32887.146,19.267200000000003,12.00081508664701,77.00007477786173
32887.246,19.2744,12.000819826387533,77.00007564460849
32887.346000000005,19.2816,12.000824567048102,77.00007651652602
32887.446,19.2888,12.000829308623343,77.00007739361709
32887.546,19.296000000000003,12.000834051107871,77.00007827588442
32887.646,19.3032,12.000838794496303,77.00007916333077
32887.746,19.3104,12.000843538783245,77.00008005595883
32887.846000000005,19.3176,12.000848283963304,77.00008095377137
32887.946,19.324800000000003,12.000853030031077,77.00008185677109
32888.046,19.332,12.000857776981164,77.0000827649607
32888.146,19.3392,12.000862524808152,77.0000836783429
32888.246,19.3464,12.000867273506632,77.0000845969204
32888.346000000005,19.3536,12.000872023071183,77.00008552069589
32888.446,19.3608,12.000876773496385,77.00008644967207
32888.546,19.368,12.000881524776812,77.00008738385162
32888.646,19.3752,12.000886276907032,77.00008832323721
32888.746,19.3824,12.000891029881611,77.00008926783151
32888.846000000005,19.3896,12.000895783695109,77.0000902176372
32888.946,19.3968,12.000900538342083,77.00009117265691
32889.046,19.404,12.000905293817084,77.00009213289333
32889.146,19.4112,12.00091005011466,77.00009309834908
32889.246,19.418400000000002,12.000914807229353,77.00009406902682
32889.346000000005,19.4256,12.000919565155703,77.00009504492918
32889.446,19.4328,12.000924323888245,77.00009602605878
32889.546,19.44,12.000929083421507,77.00009701241827
32889.646,19.447200000000002,12.000933843750017,77.00009800401023
32889.746,19.4544,12.000938604868297,77.0000990008373
32889.846000000005,19.4616,12.00094336677086,77.00010000290207
32889.946,19.4688,12.000948129452224,77.00010101020716
32890.046,19.476000000000003,12.000952892906895,77.00010202275516
32890.146,19.4832,12.000957657129376,77.00010304054864
32890.246,19.4904,12.000962422114169,77.00010406359019
32890.346000000005,19.497600000000002,12.00096718785577,77.00010509188239
32890.446,19.5048,12.000971954348667,77.00010612542782
32890.546,19.512,12.000976721587351,77.00010716422902
32890.646,19.519199999999998,12.000981489566303,77.00010820828857
32890.746,19.526400000000002,12.000986258280005,77.000109257609
32890.846000000005,19.5336,12.000991027722925,77.00011031219289
32890.946,19.5408,12.000995797889537,77.00011137204274
32891.046,19.548,12.001000568774309,77.0001124371611
32891.146,19.555200000000003,12.001005340371698,77.00011350755052
32891.246,19.5624,12.001010112676163,77.00011458321349
32891.346000000005,19.5696,12.001014885682158,77.00011566415255
32891.446,19.5768,12.001019659384133,77.00011675037018
32891.546,19.584000000000003,12.00102443377653,77.00011784186891
32891.646,19.5912,12.001029208853792,77.00011893865124
32891.746,19.5984,12.001033984610356,77.00012004071964
32891.846000000005,19.6056,12.00103876104065,77.00012114807662
32891.946,19.612800000000004,12.001043538139104,77.00012226072462
32892.046,19.62,12.001048315900144,77.00012337866616
32892.146,19.627200000000002,12.00105309431819,77.00012450190367
32892.246,19.6344,12.001057873387653,77.00012563043964
32892.346000000005,19.6416,12.001062653102947,77.0001267642765
32892.446,19.6488,12.001067433458479,77.00012790341671
32892.546,19.656,12.001072214448653,77.00012904786271
32892.646,19.6632,12.001076996067868,77.00013019761695
32892.746,19.6704,12.001081778310516,77.00013135268185
32892.846000000005,19.6776,12.001086561170991,77.00013251305982
32892.946,19.6848,12.001091344643678,77.0001336787533
32893.046,19.692,12.001096128722958,77.00013484976469
32893.146,19.6992,12.001100913403212,77.0001360260964
32893.246,19.706400000000002,12.001105698678813,77.00013720775081
32893.346000000005,19.7136,12.00111048454413,77.00013839473036
32893.446,19.7208,12.001115270993532,77.00013958703738
32893.546,19.728,12.001120058021378,77.0001407846743
32893.646,19.735200000000003,12.001124845622028,77.00014198764346
32893.746,19.7424,12.001129633789834,77.00014319594725
32893.846000000005,19.7496,12.001134422519147,77.000144409588
32893.946,19.756800000000002,12.001139211804311,77.00014562856812
32894.046,19.764000000000003,12.001144001639672,77.00014685288991
32894.146,19.7712,12.001148792019562,77.00014808255574
32894.246,19.7784,12.001153582938318,77.00014931756795
32894.346000000005,19.785600000000002,12.001158374390268,77.00015055792885
32894.446,19.7928,12.00116316636974,77.00015180364078
32894.546,19.8,12.001167958871052,77.00015305470605
32894.646,19.807199999999998,12.001172751888525,77.00015431112696
32894.746,19.814400000000003,12.001177545416471,77.00015557290585
32894.846000000005,19.8216,12.001182339449198,77.00015684004501
32894.946,19.8288,12.001187133981015,77.00015811254671
32895.046,19.836,12.001191929006218,77.00015939041327
32895.146,19.843200000000003,12.00119672451911,77.00016067364695
32895.246,19.8504,12.001201520513984,77.00016196225002
32895.346000000005,19.8576,12.001206316985126,77.00016325622475
32895.446,19.8648,12.001211113926825,77.00016455557342
32895.546,19.872,12.001215911333363,77.00016586029827
32895.646,19.8792,12.001220709199014,77.00016717040155
32895.746,19.886400000000002,12.001225507518056,77.00016848588552
32895.846000000005,19.8936,12.001230306284757,77.0001698067524
32895.946,19.900800000000004,12.001235105493382,77.00017113300441
32896.046,19.908,12.001239905138197,77.0001724646438
32896.146,19.915200000000002,12.001244705213455,77.00017380167277
32896.246,19.9224,12.001249505713416,77.00017514409353
32896.346000000005,19.9296,12.001254306632326,77.0001764919083
32896.446,19.9368,12.001259107964431,77.00017784511927
32896.546,19.944,12.001263909703978,77.00017920372864
32896.646,19.9512,12.001268711845203,77.00018056773857
32896.746,19.9584,12.001273514382339,77.00018193715127
32896.846000000005,19.965600000000002,12.001278317309621,77.00018331196888
32896.946,19.9728,12.001283120621274,77.00018469219361
32897.046,19.98,12.001287924311521,77.00018607782759
32897.146,19.987199999999998,12.001292728374583,77.00018746887298
32897.246,19.994400000000002,12.001297532804674,77.00018886533192
32897.346000000005,20.0016,12.001302337596007,77.00019026720658
32897.446,20.0088,12.001307142742789,77.00019167449905
32897.546,20.016000000000002,12.001311948239225,77.0001930872115
32897.646,20.023200000000003,12.001316754079514,77.00019450534603
32897.746,20.0304,12.001321560257857,77.00019592890476
32897.846000000005,20.0376,12.00132636676844,77.00019735788979
32897.946,20.0448,12.001331173605458,77.00019879230324
32898.046,20.052000000000003,12.001335980763091,77.00020023214718
32898.146,20.0592,12.001340788235526,77.00020167742373
32898.246,20.0664,12.001345596016936,77.00020312813496
32898.346000000005,20.073600000000003,12.001350404101496,77.00020458428294
32898.446,20.0808,12.001355212483379,77.00020604586975
32898.546,20.088,12.001360021156747,77.00020751289743
32898.646,20.0952,12.001364830115767,77.00020898536808
32898.746,20.1024,12.001369639354595,77.00021046328372
32898.846000000005,20.1096,12.001374448867386,77.00021194664639
32898.946,20.1168,12.001379258648294,77.00021343545815
32899.046,20.124,12.001384068691465,77.00021492972101
32899.146,20.131200000000003,12.001388878991044,77.00021642943702
32899.246,20.1384,12.00139368954117,77.00021793460816
32899.346000000005,20.1456,12.00139850033598,77.00021944523647
32899.446,20.1528,12.001403311369609,77.00022096132396
32899.546,20.16,12.001408122636185,77.0002224828726
32899.646,20.1672,12.001412934129833,77.0002240098844
32899.746,20.174400000000002,12.001417745844675,77.00022554236135
32899.846000000005,20.1816,12.00142255777483,77.00022708030542
32899.946,20.188800000000004,12.001427369914413,77.00022862371858
32900.046,20.196,12.001432182257535,77.00023017260281
32900.146,20.203200000000002,12.001436994798302,77.00023172696007
32900.246,20.2104,12.00144180753082,77.00023328679228
32900.346000000005,20.2176,12.001446620449187,77.00023485210141
32900.446,20.224800000000002,12.001451433547501,77.0002364228894
32900.546,20.232,12.001456246819854,77.00023799915817
32900.646,20.2392,12.001461060260338,77.00023958090968
32900.746,20.2464,12.001465873863035,77.0002411681458
32900.846000000005,20.253600000000002,12.001470687622028,77.00024276086847
32900.946,20.2608,12.001475501531397,77.0002443590796
32901.046,20.268,12.001480315585217,77.0002459627811
32901.146,20.275199999999998,12.001485129777558,77.00024757197482
32901.246,20.282400000000003,12.00148994410249,77.00024918666269
32901.346000000005,20.2896,12.001494758554074,77.00025080684657
32901.446,20.2968,12.001499573126374,77.00025243252833
32901.546,20.304,12.001504387813446,77.00025406370985
32901.646,20.311200000000003,12.001509202609345,77.00025570039297
32901.746,20.3184,12.001514017508118,77.00025734257956
32901.846000000005,20.3256,12.001518832503816,77.00025899027146
32901.946,20.3328,12.001523647590478,77.00026064347053
32902.046,20.340000000000003,12.001528462762145,77.00026230217856
32902.146,20.3472,12.001533278012856,77.00026396639741
32902.246,20.354400000000002,12.00153809333664,77.00026563612889
32902.346000000005,20.361600000000003,12.00154290872753,77.00026731137481
32902.446,20.3688,12.001547724179545,77.000268992137
32902.546,20.376,12.001552539686715,77.00027067841721
32902.646,20.3832,12.001557355243055,77.00027237021727
32902.746,20.3904,12.00156217084258,77.00027406753898
32902.846000000005,20.3976,12.001566986479304,77.00027577038408
32902.946,20.4048,12.001571802147234,77.00027747875437
32903.046,20.412,12.001576617840374,77.00027919265159
32903.146,20.4192,12.00158143355273,77.00028091207753
32903.246,20.4264,12.001586249278294,77.00028263703393
32903.346000000005,20.433600000000002,12.001591065011064,77.00028436752254
32903.446,20.4408,12.001595880745034,77.00028610354508
32903.546,20.448,12.001600696474188,77.0002878451033
32903.646,20.4552,12.001605512192512,77.00028959219892
32903.746,20.462400000000002,12.001610327893987,77.00029134483367
32903.846000000005,20.4696,12.001615143572591,77.00029310300924
32903.946,20.4768,12.0016199592223,77.00029486672736
32904.046,20.484,12.001624774837083,77.00029663598971
32904.146,20.491200000000003,12.001629590410909,77.000298410798
32904.246,20.4984,12.001634405937741,77.00030019115388
32904.346000000005,20.5056,12.00163922141154,77.00030197705907
32904.446,20.512800000000002,12.001644036826267,77.00030376851521
32904.546,20.52,12.001648852175874,77.00030556552399
32904.646,20.5272,12.001653667454313,77.00030736808704
32904.746,20.534399999999998,12.001658482655532,77.00030917620603
32904.846000000005,20.541600000000003,12.001663297773474,77.0003109898826
32904.946,20.5488,12.001668112802081,77.0003128091184
32905.046,20.556,12.00167292773529,77.00031463391502
32905.146,20.5632,12.00167774256704,77.00031646427414
32905.246,20.570400000000003,12.001682557291257,77.00031830019732
32905.346000000005,20.5776,12.001687371901872,77.00032014168622
32905.446,20.5848,12.001692186392809,77.0003219887424
32905.546,20.592,12.00169700075799,77.00032384136749
32905.646,20.599200000000003,12.001701814991332,77.00032569956306
32905.746,20.6064,12.001706629086753,77.0003275633307
32905.846000000005,20.6136,12.001711443038165,77.00032943267199
32905.946,20.6208,12.001716256839472,77.00033130758848
32906.046,20.628000000000004,12.001721070484585,77.00033318808175
32906.146,20.6352,12.001725883967403,77.00033507415334
32906.246,20.642400000000002,12.001730697281827,77.00033696580482
32906.346000000005,20.6496,12.001735510421751,77.00033886303771
32906.446,20.6568,12.00174032338107,77.00034076585355
32906.546,20.664,12.001745136153671,77.00034267425389
32906.646,20.6712,12.001749948733442,77.0003445882402
32906.746,20.6784,12.001754761114265,77.00034650781404
32906.846000000005,20.6856,12.001759573290023,77.00034843297689
32906.946,20.692800000000002,12.00176438525459,77.00035036373028
32907.046,20.7,12.00176919700184,77.00035230007566
32907.146,20.7072,12.001774008525647,77.00035424201454
32907.246,20.7144,12.001778819819874,77.0003561895484
32907.346000000005,20.721600000000002,12.001783630878387,77.0003581426787
32907.446,20.7288,12.001788441695048,77.00036010140694
32907.546,20.736,12.001793252263717,77.00036206573454
32907.646,20.7432,12.001798062578244,77.00036403566294
32907.746,20.750400000000003,12.001802872632487,77.00036601119363
32907.846000000005,20.7576,12.00180768242029,77.00036799232801
32907.946,20.7648,12.001812491935501,77.00036997906753
32908.046,20.772,12.001817301171965,77.00037197141361
32908.146,20.779200000000003,12.001822110123516,77.00037396936766
32908.246,20.7864,12.001826918783998,77.00037597293108
32908.346000000005,20.7936,12.001831727147238,77.00037798210529
32908.446,20.800800000000002,12.00183653520707,77.0003799968917
32908.546,20.808,12.001841342957324,77.00038201729164
32908.646,20.8152,12.001846150391819,77.00038404330655
32908.746,20.8224,12.00185095750438,77.00038607493778
32908.846000000005,20.829600000000003,12.001855764288825,77.0003881121867
32908.946,20.8368,12.00186057073897,77.00039015505467
32909.046,20.844,12.001865376848627,77.00039220354304
32909.146,20.8512,12.001870182611606,77.00039425765316
32909.246,20.858400000000003,12.001874988021713,77.00039631738636
32909.346000000005,20.8656,12.001879793072753,77.00039838274398
32909.446,20.8728,12.001884597758526,77.00040045372735
32909.546,20.88,12.001889402072829,77.00040253033778
